0000, 21, 40, 108
0001, 21, 40, 108
0002, 21, 40, 108
0003, 21, 40, 108
0004, 21, 40, 108
0005, 21, 40, 108
0006, 21, 40, 108
0007, 21, 40, 108
0008, 21, 40, 108
0009, 21, 40, 108
0010, 21, 40, 108
0011, 21, 40, 108
0012, 21, 40, 108
0013, 21, 40, 108
0014, 21, 40, 108
0015, 21, 40, 108
0016, 21, 40, 109
0017, 21, 40, 109
0018, 21, 40, 109
0019, 21, 40, 109
0020, 21, 40, 109
0021, 21, 40, 109
0022, 21, 40, 109
0023, 21, 40, 109
0024, 21, 40, 109
0025, 21, 40, 109
0026, 21, 40, 109
0027, 21, 40, 109
0028, 21, 40, 109
0029, 21, 40, 109
0030, 21, 40, 109
0031, 21, 40, 110
0032, 21, 40, 110
0033, 21, 40, 110
0034, 21, 40, 110
0035, 21, 40, 110
0036, 21, 40, 110
0037, 21, 40, 110
0038, 21, 40, 110
0039, 21, 40, 110
0040, 21, 40, 110
0041, 21, 40, 110
0042, 21, 40, 110
0043, 21, 40, 110
0044, 21, 40, 110
0045, 21, 40, 110
0046, 21, 40, 111
0047, 21, 40, 111
0048, 21, 40, 111
0049, 21, 40, 111
0050, 21, 40, 111
0051, 21, 40, 111
0052, 21, 40, 111
0053, 21, 40, 111
0054, 21, 40, 111
0055, 21, 40, 111
0056, 21, 40, 111
0057, 21, 40, 111
0058, 21, 40, 111
0059, 21, 40, 111
0100, 21, 40, 111
0101, 21, 40, 112
0102, 21, 40, 112
0103, 21, 40, 112
0104, 21, 40, 112
0105, 21, 40, 112
0106, 21, 40, 112
0107, 21, 40, 112
0108, 21, 40, 112
0109, 21, 40, 112
0110, 21, 40, 112
0111, 21, 40, 112
0112, 21, 40, 112
0113, 21, 40, 112
0114, 21, 40, 112
0115, 21, 40, 112
0116, 21, 40, 113
0117, 21, 40, 113
0118, 21, 40, 113
0119, 21, 40, 113
0120, 21, 40, 113
0121, 21, 40, 113
0122, 21, 40, 113
0123, 21, 40, 113
0124, 21, 40, 113
0125, 21, 40, 113
0126, 21, 40, 113
0127, 21, 40, 113
0128, 21, 40, 113
0129, 21, 40, 113
0130, 21, 40, 113
0131, 21, 41, 114
0132, 21, 41, 114
0133, 21, 41, 114
0134, 21, 41, 114
0135, 21, 41, 114
0136, 21, 41, 114
0137, 21, 41, 114
0138, 21, 41, 114
0139, 21, 41, 114
0140, 21, 41, 114
0141, 21, 41, 114
0142, 21, 41, 114
0143, 21, 41, 114
0144, 21, 41, 114
0145, 21, 41, 114
0146, 21, 41, 114
0147, 21, 41, 114
0148, 21, 41, 114
0149, 21, 41, 114
0150, 21, 41, 114
0151, 21, 41, 114
0152, 21, 41, 114
